Location,Price,İlan Tarihi,İlan no,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Krediye Uygun,Isıtma Tipi,Bina Yaşı,"Görüntülü Ev Gezintisi
?",Mobilya Durumu,Kullanım Durumu,Yapının Durumu,Depozito,Aidat,Kimden,Konut Şekli,Hayvan Dostu Patili Evler,Tapu Durumu,m²,Bölüm/Oda Sayısı,Kapalı Alan,Yapı Tipi,Dış Cephe,Zemin Etüdlü,Ada,Parsel,Otopark,Devren,Tavan Yüksekliği,Arsa Alanı,Takasa Uygun,Kat Yüksekliği,Yıldız Sayısı,Kapasite,Kiralama Süresi,İmar Durumu,Parselli
"Akşemsettin, Fatih
, İstanbul",35.000 TL,16 Haziran 2024,5061437,60,70m²,,,3,3,Hayır,,0,,,Boş,,35.000 TL undefined,200 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Kozyatağı, Kadıköy
, İstanbul",35.000 TL,16 Haziran 2024,4981680,,,,,,,Hayır,,,,,,,0 TL,0 TL (aylık),,,,,160m²,,,,,,,,,,,,,,,,,,
"Acarlar, Beykoz
, İstanbul",120.000 TL,13 Haziran 2024,5084949,190,200m²,3+1,2,4,Yüksek Giriş,Hayır,Kombi (Doğalgaz),16-20 arası,,Eşyasız,Boş,İkinci El,,,,Çatı Dubleksi,Evet,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yenişehir, Ataşehir
, İstanbul",130.000 TL,13 Haziran 2024,5084925,160,,,,7,Giriş Katı,Hayır,Merkezi Sistem,0,,,Boş,,0 TL undefined,0 TL (aylık),,,,,180m²,1,,,,,,,,,,,,,,,,,
"Aydınlı-İstanbul Ay OSB, Tuzla
, İstanbul",1.000.000 TL,13 Haziran 2024,5084918,,,,,1,,Hayır,Kombi (Doğalgaz),11-15 arası,,,Boş,İkinci El,,,Danışman,,,Kat Mülkiyeti,4050m²,,4050 (m²),,,,,,,,9 (metre),3750 (m²),,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abbasağa, Beşiktaş
, İstanbul",40.000 TL,13 Haziran 2024,5084737,125,140m²,3+1,1,5,2,Hayır,Merkezi Sistem,,?,Eşyasız,Boş,İkinci El,40.000 TL undefined,1.600 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Çınar, Bağcılar
, İstanbul",340.000 TL,16 Haziran 2024,4940789,,,,,,,Hayır,,,,,,,0 TL,,,,,,2200m²,,,,,,,,,,,,,,,,,,
"Aydınlar, Çekmeköy
, İstanbul",19.500 TL,13 Haziran 2024,5084844,75,82m²,2+1,1,4,2,Hayır,,4,,Eşyasız,Boş,,30.000 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taşdelen, Çekmeköy
, İstanbul",24.500 TL,14 Haziran 2024,4670348,45,65m²,1+1,1,5,2,Hayır,Merkezi Sistem (Isı Payı Ölçer),0,?,Sadece Mutfak,Boş,Sıfır,30.000 TL undefined,2.700 TL (aylık),Danışman,Ara Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mecidiyeköy, Şişli
, İstanbul",70.000 TL,13 Haziran 2024,5084879,,,,,,7,Hayır,Merkezi Sistem,6-10 arası,,,,,,,,,,,140m²,4,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atatürk, Ataşehir
, İstanbul",75.000 TL,13 Haziran 2024,5020905,140,173m²,3+1,2,20 ve üzeri,4,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL,7.140 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halaskargazi, Şişli
, İstanbul",96.000 TL,13 Haziran 2024,5069206,140,200m²,2+1,2,5,4,Hayır,Merkezi Sistem (Isı Payı Ölçer),2,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,Danışman,Ara Kat,Evet,,,,,,,,,,,,,,,,,,,,
"Şerifali, Ümraniye
, İstanbul",17.500 TL,13 Haziran 2024,5084681,,,,,,,Hayır,,,,,,,0 TL undefined,,Danışman,,,Müstakil Parsel,450m²,,,,,,,,,,,,,,,,,Ticari Konut,Evet
"Çobançeşme, Bahçelievler
, İstanbul",20.000 TL,12 Haziran 2024,3505003,125,,,,4,Giriş Katı,Hayır,Yok,21-25 arası,,,Boş,,20.000 TL undefined,,Danışman,,,Arsa Tapulu,150m²,4,,,,,,,,,,,,,,,,,
"Zümrütevler, Maltepe
, İstanbul",32.500 TL,13 Haziran 2024,5039734,75,108m²,2+1,1,10-20 arası,4,Hayır,Merkezi Sistem (Isı Payı Ölçer),1,,Eşyasız,Boş,Sıfır,84.750 TL,4.435 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nisbetiye, Beşiktaş
, İstanbul",140.000 TL,13 Haziran 2024,5084728,190,240m²,5+1,3,5,1,Hayır,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,?,Eşyasız,Kiracılı,,280.000 TL,4.130 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Küçükçekmece
, İstanbul",12.000 TL,14 Haziran 2024,4253934,140,160m²,3+1,1,4,3,Hayır,Kombi (Doğalgaz),31-35 arası,,Eşyalı (Mobilyalı),Mülk Sahibi,İkinci El,20.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Aşağı Dudullu, Ümraniye
, İstanbul",55.000 TL,12 Haziran 2024,4856642,97,117m²,3+1,2,20 ve üzeri,15,Hayır,Klima,2,?,Eşyalı (Mobilyalı),Boş,,110.000 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",40.000 TL,13 Haziran 2024,5024237,,,,,4,,Hayır,Kombi (Doğalgaz),16-20 arası,,,Boş,,0 TL,,,,,Kat İrtifakı,270m²,,,,,,,,,,,,,,,,,,
"Acarlar, Beykoz
, İstanbul",275.000 TL,13 Haziran 2024,5084906,250,350m²,7+2,3,2,,Hayır,,16-20 arası,,Eşyalı (Mobilyalı),Boş,,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kartaltepe, Bakırköy
, İstanbul",22.000 TL,12 Haziran 2024,5084433,100,105m²,3+1,1,4,3,Hayır,Kombi (Doğalgaz),36-40 arası,,,Boş,İkinci El,,150 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Abdurrahmangazi, Sancaktepe
, İstanbul",160.000 TL,12 Haziran 2024,5084343,300,380m²,4+1,2,2,Bahçe katı,Hayır,Klima,11-15 arası,,Eşyasız,Mülk Sahibi,,0 TL undefined,11.000 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ziya Gökalp, Başakşehir
, İstanbul",35.000 TL,12 Haziran 2024,5084284,100,135m²,2+1,2,5,3,Hayır,Merkezi Sistem (Isı Payı Ölçer),4,,Eşyasız,Boş,,0 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Selami Ali, Üsküdar
, İstanbul",26.000 TL,12 Haziran 2024,5084304,160,170m²,3+1,1,3,3,Hayır,Kombi (Doğalgaz),31-35 arası,?,Eşyasız,Boş,İkinci El,,,Danışman,En Üst Kat,,,,,,,,,,,,,,,,,,,,,
"Şahintepe, Başakşehir
, İstanbul",50.000 TL,13 Haziran 2024,4847953,350,,,,4,Zemin Kat,Hayır,Klima,2,,,Boş,,100.000 TL,3.920 TL (aylık),Danışman,,,,360m²,3,,,,,,,,,,,,,,,,,
"Emek, Sancaktepe
, İstanbul",28.000 TL,12 Haziran 2024,5083918,62,72m²,1+1,1,10-20 arası,4,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyalı (Mobilyalı),Boş,,,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Mecidiye, Beşiktaş
, İstanbul",165.000 TL,13 Haziran 2024,5039532,145,175m²,2+1,2,5,Bahçe katı,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyasız,Boş,İkinci El,,,Danışman,Bahçe Katı,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Cevizli, Maltepe
, İstanbul",21.000 TL,12 Haziran 2024,5083969,,,,,20 ve üzeri,19,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,,Boş,,21.000 TL undefined,21.000 TL (aylık),Danışman,,,Kat Mülkiyeti,62m²,2,,,,,16004,7,,,,,,3 (metre) undefined,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",500.000 TL,13 Haziran 2024,5069402,400,500m²,5+1,4,3,,Hayır,Kombi (Doğalgaz),16-20 arası,?,,Boş,İkinci El,,,,Tripleks,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Ambarlı, Avcılar
, İstanbul",18.000 TL,13 Haziran 2024,5084736,130,150m²,3+1,1,4,2,Hayır,,26-30 arası,,Eşyasız,Boş,,36.000 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",350.000 TL,13 Haziran 2024,4811326,550,575m²,6+1,4,10-20 arası,14,Hayır,Klima,11-15 arası,?,Sadece Beyaz Eşya,Mülk Sahibi,,0 TL undefined,0 TL (aylık),,Çatı Dubleksi,,,,,,,,,,,,,,,,,,,,,
"Kartaltepe, Bakırköy
, İstanbul",50.000 TL,12 Haziran 2024,5083876,125,135m²,5+1,1,5,5,Hayır,Merkezi Sistem,31-35 arası,,,Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,Hayır,,,,,,,,,,,,,
"Zümrütevler, Maltepe
, İstanbul",50.000 TL,12 Haziran 2024,5002665,147,196m²,3+1,2,10-20 arası,13,Hayır,Merkezi Sistem (Isı Payı Ölçer),11-15 arası,,Eşyasız,Boş,İkinci El,150.000 TL undefined,2.750 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mimar Sinan, Tuzla
, İstanbul",17.000 TL,12 Haziran 2024,5054359,65,75m²,2+1,1,10-20 arası,5,Hayır,Kombi (Doğalgaz),,,Eşyalı (Mobilyalı),Boş,İkinci El,,800 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Cihangir, Avcılar
, İstanbul",125.000 TL,12 Haziran 2024,4857677,,,,,,,Hayır,Kombi (Doğalgaz),11-15 arası,,,Boş,,0 TL undefined,,,,,,710m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kemal Paşa, Fatih
, İstanbul",2.700.000 TL,16 Haziran 2024,4897306,-,3450m²,,,,,Hayır,,,,,,,0 TL,,,,,,,,,,,,,,,,,,,,,,,,
"Terazidere, Bayrampaşa
, İstanbul",85.000 TL,14 Haziran 2024,5019107,350,,,,,,Hayır,,,,,,,,,,,,,380m²,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",320.000 TL,13 Haziran 2024,4881310,305,,,,,,Hayır,Kombi (Doğalgaz),,,,Boş,,,,Danışman,,,,310m²,5,,,,,,,,,,,,,,,,,
"Zafer, Bahçelievler
, İstanbul",55.000 TL,12 Haziran 2024,5084333,125,,,,5,Giriş Katı,Hayır,Kombi (Doğalgaz),21-25 arası,,,Boş,,110.000 TL,,Danışman,,,Kat İrtifakı,150m²,2,,,,,,,,,,,,,,,,,
"Müeyyetzade, Beyoğlu
, İstanbul",70.000 TL,12 Haziran 2024,5083838,110,120m²,2+1,1,6,6,Hayır,,31-35 arası,,Eşyalı (Mobilyalı),Boş,,100.000 TL,0 TL (aylık),,En Üst Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",450.000 TL,12 Haziran 2024,5084449,450,480m²,8+1,3,3,,Hayır,Kombi (Doğalgaz),26-30 arası,?,,Boş,İkinci El,,,Danışman,Tripleks,,Kat Mülkiyeti,,,,,,Evet,,,,,,,,,,,,,
"İnönü, Şişli
, İstanbul",15.000 TL,12 Haziran 2024,5084359,70,80m²,1+1,1,6,2,Hayır,Kombi (Doğalgaz),,?,Eşyasız,Boş,İkinci El,15.000 TL undefined,100 TL (aylık),Danışman,Ara Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Şirinevler, Bahçelievler
, İstanbul",18.000 TL,12 Haziran 2024,5084364,120,130m²,3+1,1,5,4,Hayır,Kombi (Doğalgaz),26-30 arası,,Eşyasız,Boş,,0 TL undefined,0 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Şenlikköy, Bakırköy
, İstanbul",35.000 TL,12 Haziran 2024,5002340,160,180m²,3+1,2,3,1,Hayır,Kombi (Doğalgaz),26-30 arası,,,Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menderes, Esenler
, İstanbul",5.000 TL,13 Haziran 2024,5054451,50,55m²,1+0 (Stüdyo),1,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cihangir, Avcılar
, İstanbul",200.000 TL,12 Haziran 2024,4841460,,,,,,,Hayır,Kombi (Doğalgaz),11-15 arası,,,Kiracılı,,0 TL,,,,,,1070m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehmet Akif, Küçükçekmece
, İstanbul",12.500 TL,13 Haziran 2024,5069475,65,70m²,1+1,1,4,4,Hayır,Soba (Doğalgaz),,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,,En Üst Kat,,Hisseli Tapu,,,,,,,,,,,,,,,,,,,
"Mimar Sinan, Tuzla
, İstanbul",20.000 TL,11 Haziran 2024,5083586,85,95m²,2+1,1,10-20 arası,4,Hayır,Kombi (Doğalgaz),11-15 arası,?,Eşyasız,Boş,İkinci El,,880 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Kılıçali Paşa, Beyoğlu
, İstanbul",38.000 TL,12 Haziran 2024,5083836,110,120m²,2+1,1,5,1,Hayır,,16-20 arası,,Eşyasız,Boş,,45.000 TL,250 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Küçükbakkalköy, Ataşehir
, İstanbul",30.000 TL,12 Haziran 2024,5084369,52,72m²,1+1,1,10-20 arası,12,Hayır,Kombi (Doğalgaz),6-10 arası,,Eşyasız,Boş,,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Küçükçekmece
, İstanbul",5.200 TL,14 Haziran 2024,4253937,,,,,5,,Hayır,,26-30 arası,,,Boş,İkinci El,1.500 TL,,,,,,75m²,,,,,,,,,,,,,,,,,,
"Küçükyalı, Maltepe
, İstanbul",40.000 TL,12 Haziran 2024,5083711,200,250m²,5+2,2,4,4,Hayır,Kombi (Doğalgaz),21-25 arası,,Eşyasız,Boş,İkinci El,40.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eyüp Sultan, Sancaktepe
, İstanbul",850.000 TL,13 Haziran 2024,4953621,,,,,,,Hayır,,,,,,,,,,,,,5400m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harbiye, Şişli
, İstanbul",130.000 TL,12 Haziran 2024,4879969,120,170m²,2+1,2,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merkez, Şişli
, İstanbul",34.000 TL,12 Haziran 2024,4578823,50,70m²,1+1,1,20 ve üzeri,18,Hayır,Klima,6-10 arası,?,Sadece Beyaz Eşya,Boş,,0 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marmara, Beylikdüzü
, İstanbul",28.000 TL,13 Haziran 2024,5069358,81,105m²,2+1,1,6,1,Hayır,Merkezi Sistem (Isı Payı Ölçer),2,?,Eşyasız,Kiracılı,İkinci El,60.000 TL undefined,0 TL (aylık),Danışman,Ara Kat,Evet,Kat İrtifakı,,,,,,,,,,,,,,,,,,,
"Abdurrahman Nafiz Gürman, Güngören
, İstanbul",1.800.000 TL,13 Haziran 2024,4871366,190,,,,4,Giriş Katı,Hayır,Kombi (Doğalgaz),0,,,Kiracılı,,0 TL,0 TL (aylık),,,,,200m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",1.100.000 TL,12 Haziran 2024,5039273,85,,,,,,Hayır,Kombi (Doğalgaz),6-10 arası,,,,,0 TL,0 TL (aylık),Danışman,,,,100m²,1,,,,,,,,Evet,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Küçükçekmece
, İstanbul",16.000 TL,14 Haziran 2024,4749742,100,110m²,3+1,2,6,Yüksek Giriş,Hayır,Kombi (Doğalgaz),5,,Eşyalı (Mobilyalı),,İkinci El,30.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Bebek, Beşiktaş
, İstanbul",160.000 TL,12 Haziran 2024,5084327,160,180m²,3+1,2,5,2,Hayır,,31-35 arası,,Eşyasız,Kiracılı,,300.000 TL,5.000 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahmutbey, Bağcılar
, İstanbul",150.000 TL,13 Haziran 2024,4979535,170,,,,,,Hayır,,,,,,,,,,,,,216m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mimar Sinan, Tuzla
, İstanbul",17.000 TL,12 Haziran 2024,5069022,65,75m²,2+1,1,10-20 arası,3,Hayır,Kombi (Doğalgaz),,?,Eşyasız,Boş,İkinci El,,800 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Turgut Özal, Esenyurt
, İstanbul",6.000 TL,14 Haziran 2024,4749748,,,,,7,Yüksek Giriş,Hayır,,26-30 arası,,,Boş,,6.000 TL,0 TL (aylık),,,,Arsa Tapulu,100m²,3,,,,,,,,,,,,,,,,,
"Barbaros, Üsküdar
, İstanbul",90.990 TL,12 Haziran 2024,5083992,130,156m²,3+1,2,4,1,Hayır,Kombi (Doğalgaz),1,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Çınar, Maltepe
, İstanbul",75.990 TL,12 Haziran 2024,5083988,110,132m²,3+1,2,20 ve üzeri,2,Hayır,Kombi (Doğalgaz),3,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Çubuklu, Beykoz
, İstanbul",19.000 TL,12 Haziran 2024,5083715,60,75m²,2+1,1,2,Bahçe katı,Hayır,Kombi (Doğalgaz),31-35 arası,,Eşyasız,Boş,İkinci El,19.000 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Cevizli, Maltepe
, İstanbul",21.000 TL,11 Haziran 2024,5083337,90,105m²,2+1,1,4,3,Hayır,Kombi (Doğalgaz),40 ve üzeri,?,Eşyasız,Boş,İkinci El,21.000 TL undefined,350 TL (aylık),Danışman,Ara Kat,Evet,Kat İrtifakı,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehmet Akif Ersoy, Arnavutköy
, İstanbul",300.000 TL,11 Haziran 2024,5019733,,,,,6,,Hayır,Kombi (Doğalgaz),6-10 arası,,,Boş,Sıfır,,,Danışman,,,Kat Mülkiyeti,2000m²,,,Betonarme,Cam Giydirme,Evet,,,,,,,,,,,,,
"Ulus, Beşiktaş
, İstanbul",390.000 TL,11 Haziran 2024,4809783,300,360m²,4+1,4,5,5,Hayır,,31-35 arası,?,Sadece Beyaz Eşya,Boş,,0 TL,0 TL (aylık),,Çatı Dubleksi,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orhantepe, Kartal
, İstanbul",110.000 TL,11 Haziran 2024,4359798,390,400m²,3+2,3,3,,Hayır,Kombi (Doğalgaz),26-30 arası,?,,,İkinci El,220.000 TL,,Danışman,Tripleks,,,,,,,,,,,,,,,,,,,,,
"Merkez, Şişli
, İstanbul",95.000 TL,11 Haziran 2024,5020170,90,136m²,2+1,2,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),1,?,Eşyalı (Mobilyalı),Boş,,0 TL undefined,0 TL (aylık),Danışman,Ara Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Yahya Kemal, Kağıthane
, İstanbul",31.000 TL,11 Haziran 2024,5000670,55,65m²,1+0 (Stüdyo),1,7,5,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Boş,,0 TL,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Huzur, Sarıyer
, İstanbul",50.000 TL,11 Haziran 2024,5000652,67,105m²,1+1,1,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),4,,Eşyalı (Mobilyalı),Boş,,0 TL,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firuzağa, Beyoğlu
, İstanbul",25.000 TL,12 Haziran 2024,5083837,60,70m²,1+1,1,5,Yüksek Giriş,Hayır,,31-35 arası,,Eşyasız,Boş,,25.000 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Suadiye, Kadıköy
, İstanbul",44.490 TL,12 Haziran 2024,4814726,80,115m²,2+1,2,9,7,Hayır,Kombi (Doğalgaz),3,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rumeli Hisarı, Sarıyer
, İstanbul",65.000 TL,12 Haziran 2024,5083806,93,110m²,2+1,1,2,1,Hayır,Kombi (Doğalgaz),31-35 arası,,Eşyalı (Mobilyalı),,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Yenişehir, Pendik
, İstanbul",23.000 TL,11 Haziran 2024,5068786,75,85m²,2+1,1,10,8,Hayır,Merkezi Sistem (Isı Payı Ölçer),4,?,Eşyasız,Boş,İkinci El,23.000 TL,2.700 TL (aylık),Danışman,Ara Kat,Evet,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Küçükçekmece
, İstanbul",9.000 TL,14 Haziran 2024,4749727,105,120m²,3+1,1,5,1,Hayır,Kombi (Doğalgaz),26-30 arası,,,,,10.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fevzi Çakmak, Esenler
, İstanbul",15.000 TL,13 Haziran 2024,5054449,,,,,,,Hayır,,,,,,,,,,,,,130m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aksaray, Fatih
, İstanbul",62.000 TL,13 Haziran 2024,5013498,,,,,,,Hayır,,,,,,,,,,,,,450m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Namık Kemal, Esenyurt
, İstanbul",6.000 TL,14 Haziran 2024,4749729,,,,,7,,Hayır,,26-30 arası,,,Boş,İkinci El,5.000 TL,,,,,Arsa Tapulu,120m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
